TCA,RundleQPct,Rundle,Matches,W,L,T
6,0.354,"R Horizon Div 1",1,1,0,0
5,0.354,"R Horizon Div 1",16,16,0,0
4,0.354,"R Horizon Div 1",52,45,5,2
3,0.354,"R Horizon Div 1",110,57,35,18
2,0.354,"R Horizon Div 1",116,50,47,19
1,0.354,"R Horizon Div 1",90,19,59,12
0,0.354,"R Horizon Div 1",55,0,42,13
6,0.432,"R Horizon Div 2",19,15,0,4
5,0.432,"R Horizon Div 2",43,29,3,11
4,0.432,"R Horizon Div 2",56,44,10,2
3,0.432,"R Horizon Div 2",83,51,27,5
2,0.432,"R Horizon Div 2",92,28,50,14
1,0.432,"R Horizon Div 2",88,9,63,16
0,0.432,"R Horizon Div 2",31,0,23,8
6,0.370,"R Laguna Div 1",2,2,0,0
5,0.370,"R Laguna Div 1",21,19,0,2
4,0.370,"R Laguna Div 1",70,56,5,9
3,0.370,"R Laguna Div 1",137,75,46,16
2,0.370,"R Laguna Div 1",163,63,69,31
1,0.370,"R Laguna Div 1",117,20,71,26
0,0.370,"R Laguna Div 1",52,0,44,8
6,0.452,"R Laguna Div 2",19,15,0,4
5,0.452,"R Laguna Div 2",35,31,3,1
4,0.452,"R Laguna Div 2",101,68,17,16
3,0.452,"R Laguna Div 2",146,65,53,28
2,0.452,"R Laguna Div 2",136,40,73,23
1,0.452,"R Laguna Div 2",77,8,58,11
0,0.452,"R Laguna Div 2",28,0,23,5
6,0.484,"R Magnolia Div 1",24,24,0,0
5,0.484,"R Magnolia Div 1",81,63,13,5
4,0.484,"R Magnolia Div 1",110,71,30,9
3,0.484,"R Magnolia Div 1",134,62,57,15
2,0.484,"R Magnolia Div 1",133,33,79,21
1,0.484,"R Magnolia Div 1",64,12,45,7
0,0.484,"R Magnolia Div 1",44,0,41,3
6,0.381,"R Magnolia Div 2",7,7,0,0
5,0.381,"R Magnolia Div 2",32,28,1,3
4,0.381,"R Magnolia Div 2",84,65,14,5
3,0.381,"R Magnolia Div 2",113,64,35,14
2,0.381,"R Magnolia Div 2",169,62,84,23
1,0.381,"R Magnolia Div 2",119,20,68,31
0,0.381,"R Magnolia Div 2",56,0,44,12
6,0.457,"R Maritime",22,17,0,5
5,0.457,"R Maritime",64,50,5,9
4,0.457,"R Maritime",135,96,30,9
3,0.457,"R Maritime",161,76,59,26
2,0.457,"R Maritime",174,60,95,19
1,0.457,"R Maritime",110,11,86,13
0,0.457,"R Maritime",42,0,35,7
6,0.422,"R Memorial Div 1",16,15,0,1
5,0.422,"R Memorial Div 1",54,46,4,4
4,0.422,"R Memorial Div 1",104,73,19,12
3,0.422,"R Memorial Div 1",129,67,45,17
2,0.422,"R Memorial Div 1",152,51,76,25
1,0.422,"R Memorial Div 1",111,21,76,14
0,0.422,"R Memorial Div 1",60,0,53,7
6,0.380,"R Memorial Div 2",2,2,0,0
5,0.380,"R Memorial Div 2",21,17,3,1
4,0.380,"R Memorial Div 2",71,62,4,5
3,0.380,"R Memorial Div 2",138,76,44,18
2,0.380,"R Memorial Div 2",147,57,77,13
1,0.380,"R Memorial Div 2",106,19,67,20
0,0.380,"R Memorial Div 2",47,0,38,9
6,0.384,"R Meridian Div 1",4,4,0,0
5,0.384,"R Meridian Div 1",23,20,0,3
4,0.384,"R Meridian Div 1",69,56,10,3
3,0.384,"R Meridian Div 1",128,74,40,14
2,0.384,"R Meridian Div 1",137,51,67,19
1,0.384,"R Meridian Div 1",92,10,62,20
0,0.384,"R Meridian Div 1",51,0,36,15
6,0.462,"R Meridian Div 2",10,9,0,1
5,0.462,"R Meridian Div 2",44,32,4,8
4,0.462,"R Meridian Div 2",83,60,12,11
3,0.462,"R Meridian Div 2",130,55,55,20
2,0.462,"R Meridian Div 2",97,27,51,19
1,0.462,"R Meridian Div 2",75,6,53,16
0,0.462,"R Meridian Div 2",19,0,14,5
6,0.385,"R Metro Div 1",5,5,0,0
5,0.385,"R Metro Div 1",36,32,4,0
4,0.385,"R Metro Div 1",68,50,11,7
3,0.385,"R Metro Div 1",97,52,31,14
2,0.385,"R Metro Div 1",97,39,46,12
1,0.385,"R Metro Div 1",113,27,72,14
0,0.385,"R Metro Div 1",52,0,41,11
6,0.382,"R Metro Div 2",7,7,0,0
5,0.382,"R Metro Div 2",29,27,1,1
4,0.382,"R Metro Div 2",65,50,13,2
3,0.382,"R Metro Div 2",103,48,33,22
2,0.382,"R Metro Div 2",103,42,45,16
1,0.382,"R Metro Div 2",86,14,52,20
0,0.382,"R Metro Div 2",65,0,44,21
6,0.365,"R Midland Div 1",5,5,0,0
5,0.365,"R Midland Div 1",25,24,1,0
4,0.365,"R Midland Div 1",41,28,8,5
3,0.365,"R Midland Div 1",88,48,25,15
2,0.365,"R Midland Div 1",120,42,45,33
1,0.365,"R Midland Div 1",78,12,50,16
0,0.365,"R Midland Div 1",45,0,30,15
6,0.379,"R Midland Div 2",4,4,0,0
5,0.379,"R Midland Div 2",19,17,1,1
4,0.379,"R Midland Div 2",33,25,6,2
3,0.379,"R Midland Div 2",92,57,22,13
2,0.379,"R Midland Div 2",109,38,50,21
1,0.379,"R Midland Div 2",70,12,49,9
0,0.379,"R Midland Div 2",29,0,25,4
6,0.423,"R Morningstar Div 1",9,9,0,0
5,0.423,"R Morningstar Div 1",39,31,3,5
4,0.423,"R Morningstar Div 1",80,58,18,4
3,0.423,"R Morningstar Div 1",117,62,46,9
2,0.423,"R Morningstar Div 1",124,47,63,14
1,0.423,"R Morningstar Div 1",107,17,68,22
0,0.423,"R Morningstar Div 1",28,0,26,2
6,0.351,"R Morningstar Div 2",12,10,0,2
5,0.351,"R Morningstar Div 2",23,22,1,0
4,0.351,"R Morningstar Div 2",40,36,4,0
3,0.351,"R Morningstar Div 2",83,56,23,4
2,0.351,"R Morningstar Div 2",113,42,59,12
1,0.351,"R Morningstar Div 2",111,29,59,23
0,0.351,"R Morningstar Div 2",66,0,49,17
5,0.337,"R Pacific Div 1",10,9,1,0
4,0.337,"R Pacific Div 1",36,30,2,4
3,0.337,"R Pacific Div 1",76,48,20,8
2,0.337,"R Pacific Div 1",115,43,43,29
1,0.337,"R Pacific Div 1",76,16,45,15
0,0.337,"R Pacific Div 1",45,0,35,10
6,0.385,"R Pacific Div 2",3,3,0,0
5,0.385,"R Pacific Div 2",15,15,0,0
4,0.385,"R Pacific Div 2",52,35,9,8
3,0.385,"R Pacific Div 2",75,40,20,15
2,0.385,"R Pacific Div 2",80,28,36,16
1,0.385,"R Pacific Div 2",55,13,35,7
0,0.385,"R Pacific Div 2",40,0,34,6
6,0.393,"R Piedmont",9,9,0,0
5,0.393,"R Piedmont",38,37,1,0
4,0.393,"R Piedmont",99,73,17,9
3,0.393,"R Piedmont",142,87,41,14
2,0.393,"R Piedmont",134,41,76,17
1,0.393,"R Piedmont",131,21,85,25
0,0.393,"R Piedmont",65,0,48,17
6,0.384,"R Plaza",3,3,0,0
5,0.384,"R Plaza",33,32,1,0
4,0.384,"R Plaza",65,50,10,5
3,0.384,"R Plaza",103,53,32,18
2,0.384,"R Plaza",130,52,67,11
1,0.384,"R Plaza",91,13,60,18
0,0.384,"R Plaza",45,0,33,12
6,0.364,"R Seaboard Div 1",3,3,0,0
5,0.364,"R Seaboard Div 1",19,19,0,0
4,0.364,"R Seaboard Div 1",48,34,9,5
3,0.364,"R Seaboard Div 1",112,69,24,19
2,0.364,"R Seaboard Div 1",118,39,64,15
1,0.364,"R Seaboard Div 1",90,23,50,17
0,0.364,"R Seaboard Div 1",54,0,40,14
6,0.381,"R Seaboard Div 2",8,8,0,0
5,0.381,"R Seaboard Div 2",21,20,1,0
4,0.381,"R Seaboard Div 2",60,47,10,3
3,0.381,"R Seaboard Div 2",109,56,38,15
2,0.381,"R Seaboard Div 2",119,46,53,20
1,0.381,"R Seaboard Div 2",123,28,77,18
0,0.381,"R Seaboard Div 2",34,0,26,8
6,0.400,"R Sequoia Div 1",6,6,0,0
5,0.400,"R Sequoia Div 1",29,28,1,0
4,0.400,"R Sequoia Div 1",74,49,19,6
3,0.400,"R Sequoia Div 1",135,73,34,28
2,0.400,"R Sequoia Div 1",130,46,62,22
1,0.400,"R Sequoia Div 1",102,20,68,14
0,0.400,"R Sequoia Div 1",44,0,38,6
6,0.371,"R Sequoia Div 2",4,4,0,0
5,0.371,"R Sequoia Div 2",14,11,3,0
4,0.371,"R Sequoia Div 2",78,61,8,9
3,0.371,"R Sequoia Div 2",103,59,28,16
2,0.371,"R Sequoia Div 2",115,49,49,17
1,0.371,"R Sequoia Div 2",94,16,65,13
0,0.371,"R Sequoia Div 2",58,0,47,11
6,0.475,"R Sierra",28,23,0,5
5,0.475,"R Sierra",66,47,9,10
4,0.475,"R Sierra",119,81,29,9
3,0.475,"R Sierra",126,62,48,16
2,0.475,"R Sierra",135,43,74,18
1,0.475,"R Sierra",108,13,86,9
0,0.475,"R Sierra",26,0,23,3
6,0.456,"R Skyline Div 1",10,7,0,3
5,0.456,"R Skyline Div 1",38,31,1,6
4,0.456,"R Skyline Div 1",96,73,14,9
3,0.456,"R Skyline Div 1",159,69,59,31
2,0.456,"R Skyline Div 1",120,33,69,18
1,0.456,"R Skyline Div 1",77,10,62,5
0,0.456,"R Skyline Div 1",22,0,18,4
5,0.362,"R Skyline Div 2",21,18,1,2
4,0.362,"R Skyline Div 2",54,43,6,5
3,0.362,"R Skyline Div 2",88,54,20,14
2,0.362,"R Skyline Div 2",122,53,55,14
1,0.362,"R Skyline Div 2",109,20,76,13
0,0.362,"R Skyline Div 2",36,0,30,6
6,0.416,"R Sugarloaf Div 1",11,9,0,2
5,0.416,"R Sugarloaf Div 1",39,34,3,2
4,0.416,"R Sugarloaf Div 1",70,51,9,10
3,0.416,"R Sugarloaf Div 1",97,47,38,12
2,0.416,"R Sugarloaf Div 1",97,41,49,7
1,0.416,"R Sugarloaf Div 1",100,19,69,12
0,0.416,"R Sugarloaf Div 1",38,0,33,5
6,0.419,"R Sugarloaf Div 2",3,3,0,0
5,0.419,"R Sugarloaf Div 2",33,29,2,2
4,0.419,"R Sugarloaf Div 2",82,65,10,7
3,0.419,"R Sugarloaf Div 2",163,81,59,23
2,0.419,"R Sugarloaf Div 2",127,47,65,15
1,0.419,"R Sugarloaf Div 2",77,11,57,9
0,0.419,"R Sugarloaf Div 2",47,0,43,4
6,0.399,"R Tundra",8,8,0,0
5,0.399,"R Tundra",50,44,2,4
4,0.399,"R Tundra",94,58,21,15
3,0.399,"R Tundra",118,64,40,14
2,0.399,"R Tundra",115,45,52,18
1,0.399,"R Tundra",119,30,75,14
0,0.399,"R Tundra",68,0,59,9
